,prov_name,prov_code,municipality,latitude,longitude,area (kmq),high_hydraulic_risk_area_p3 (%),medium_hydraulic_risk_area_p2 (%),low_hydraulic_risk_area_p1 (%),very_high_landslide_risk_area_p4 (%),high_landslide_risk_area_p3 (%),medium_landslide_risk_area_p2 (%),low_landslide_risk_area_p1 (%),attention_area (%),resident_population (n),high_hydraulic_risk_population_p3 (%),medium_hydraulic_risk_population_p2 (%),low_hydraulic_risk_population_p1 (%),very_high_landslide_risk_population_p4 (%),high_landslide_risk_population_p3 (%),medium_landslide_risk_population_p2 (%),low_landslide_risk_population_p1 (%),attention_population (%),resident_family (n),high_hydraulic_risk_family_p3 (%),medium_hydraulic_risk_family_p2 (%),low_hydraulic_risk_family_p1 (%),very_high_landslide_risk_family_p4 (%),high_landslide_risk_family_p3 (%),medium_landslide_risk_family_p2 (%),low_landslide_risk_family_p1 (%),attention_family (%),building (n),high_hydraulic_risk_building_p3 (%),medium_hydraulic_risk_building_p2 (%),low_hydraulic_risk_building_p1 (%),very_high_landslide_risk_building_p4 (%),high_landslide_risk_building_p3 (%),medium_landslide_risk_building_p2 (%),low_landslide_risk_building_p1 (%),attention_building (%),enterprise (n),high_hydraulic_risk_enterprise_p3 (%),medium_hydraulic_risk_enterprise_p2 (%),low_hydraulic_risk_enterprise_p1 (%),very_high_landslide_risk_enterprise_p4 (%),high_landslide_risk_enterprise_p3 (%),medium_landslide_risk_enterprise_p2 (%),low_landslide_risk_enterprise_p1 (%),attention_enterprise (%),cultural_heritage (n),high_hydraulic_risk_cultural_heritage_p3 (%),medium_hydraulic_risk_cultural_heritage_p2 (%),low_hydraulic_risk_cultural_heritage_p1 (%),very_high_landslide_risk_cultural_heritage_p4 (%),high_landslide_risk_cultural_heritage_p3 (%),medium_landslide_risk_cultural_heritage_p2 (%),low_landslide_risk_cultural_heritage_p1 (%),attention_cultural_heritage (%)
158,Bologna,BO,Castel Guelfo di Bologna,44.43181598,11.67895413,28.609,17.418,99.969,99.969,0.0,0.0,0.0,0.0,0.0,4277,5.214,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1772,5.079,100.0,100.0,0.0,0.0,0.0,0.0,0.0,768,7.943,100.0,100.0,0.0,0.0,0.0,0.0,0.0,534,3.558,100.0,100.0,0.0,0.0,0.0,0.0,0.0,16,0.0,87.5,87.5,0.0,0.0,0.0,0.0,0.0
159,Reggio Emilia,RE,Rubiera,44.65330024,10.78325846,25.194,10.685,100.032,100.032,0.0,0.0,0.0,0.0,0.0,14421,2.892,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5949,2.942,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2174,3.45,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1211,3.551,100.0,100.0,0.0,0.0,0.0,0.0,0.0,19,5.263,100.0,100.0,0.0,0.0,0.0,0.0,0.0
160,Modena,MO,Campogalliano,44.69044118,10.84125789,35.689,13.648,100.025,100.028,0.0,0.0,0.0,0.0,0.0,8514,1.844,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3456,1.823,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1416,3.672,100.0,100.0,0.0,0.0,0.0,0.0,0.0,741,3.779,100.0,100.0,0.0,0.0,0.0,0.0,0.0,11,0.0,109.091,109.091,0.0,0.0,0.0,0.0,0.0
161,Modena,MO,Frassinoro,44.295372,10.57313174,95.457,0.439,0.849,0.91,5.144,35.11,1.387,0.038,0.0,1997,0.05,0.1,0.1,2.053,28.242,4.106,0.451,0.0,992,0.0,0.101,0.101,2.319,27.823,4.032,0.202,0.0,2423,0.083,0.289,0.289,2.641,33.553,4.127,0.083,0.0,192,0.0,0.0,0.0,2.604,22.396,10.417,2.604,0.0,16,6.25,6.25,6.25,6.25,12.5,12.5,12.5,0.0
162,Reggio Emilia,RE,Poviglio,44.84080694,10.54151678,43.551,10.209,100.044,100.044,0.0,0.0,0.0,0.0,0.0,7045,2.64,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2867,2.407,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1979,2.628,100.0,100.0,0.0,0.0,0.0,0.0,0.0,642,1.558,100.0,100.0,0.0,0.0,0.0,0.0,0.0,320,19.688,100.625,100.625,0.0,0.0,0.0,0.0,0.0
163,Reggio Emilia,RE,Quattro Castella,44.63577225,10.47269433,46.306,1.751,52.507,53.17,1.525,3.559,0.188,0.0,0.0,12909,1.224,79.472,79.472,0.124,0.318,0.287,0.0,0.0,5138,1.168,78.961,79.895,0.117,0.311,0.331,0.0,0.0,2814,1.244,75.764,76.724,0.213,0.604,0.391,0.0,0.0,1104,1.359,83.786,84.149,0.181,0.362,0.091,0.0,0.0,58,3.448,51.724,55.172,0.0,5.172,1.724,0.0,0.0
164,Modena,MO,Modena,44.64600008,10.92615487,183.173,5.076,23.341,63.816,0.0,0.0,0.0,0.0,0.0,179149,0.329,5.049,5.049,0.0,0.0,0.0,0.0,0.0,80323,0.293,4.527,64.511,0.0,0.0,0.0,0.0,0.0,22180,0.78,9.076,65.541,0.0,0.0,0.0,0.0,0.0,19158,0.245,3.424,72.471,0.0,0.0,0.0,0.0,0.0,427,0.703,4.684,94.145,0.0,0.0,0.0,0.0,0.0
165,Modena,MO,Mirandola,44.88707754,11.06607716,137.046,17.441,99.95,100.011,0.0,0.0,0.0,0.0,0.0,23960,1.736,99.954,99.954,0.0,0.0,0.0,0.0,0.0,10018,1.517,99.96,100.0,0.0,0.0,0.0,0.0,0.0,6381,2.225,99.906,100.0,0.0,0.0,0.0,0.0,0.0,1379,1.088,100.0,100.0,0.0,0.0,0.0,0.0,0.0,78,1.282,111.538,111.538,0.0,0.0,0.0,0.0,0.0
166,Bologna,BO,Castel d'Aiano,44.28065252,11.00130563,45.261,0.082,0.223,0.223,1.228,13.623,0.0,1.456,21.513,1951,0.051,0.103,0.103,4.203,13.942,0.0,9.431,11.584,998,0.0,0.1,0.1,4.409,13.427,0.0,10.12,10.822,1684,0.059,0.119,0.119,3.741,14.846,0.0,7.245,12.055,166,0.0,0.0,0.0,3.012,11.446,0.0,7.831,9.036,20,0.0,0.0,0.0,0.0,10.0,0.0,5.0,50.0
167,Modena,MO,Vignola,44.47953672,11.01075743,22.861,4.987,39.701,43.345,0.096,0.0,0.0,0.0,0.0,24344,0.6,78.812,78.812,0.008,0.0,0.0,0.0,0.0,10048,0.607,79.737,80.404,0.01,0.0,0.0,0.0,0.0,3885,1.133,72.896,73.848,0.0,0.0,0.0,0.0,0.0,2297,0.522,77.449,77.884,0.0,0.0,0.0,0.0,0.0,48,10.417,81.25,81.25,0.0,0.0,0.0,0.0,0.0
168,Modena,MO,Bomporto,44.72737543,11.04278703,38.874,6.928,83.742,100.015,0.0,0.0,0.0,0.0,0.0,9761,9.067,87.091,87.091,0.0,0.0,0.0,0.0,0.0,3802,9.074,86.349,100.0,0.0,0.0,0.0,0.0,0.0,1787,8.618,87.353,100.0,0.0,0.0,0.0,0.0,0.0,663,8.145,78.431,100.0,0.0,0.0,0.0,0.0,0.0,30,13.333,86.667,106.667,0.0,0.0,0.0,0.0,0.0
169,Modena,MO,Zocca,44.34506492,10.99527518,69.365,1.009,2.079,2.079,10.611,26.769,4.424,5.165,9.356,4883,0.266,0.573,0.573,4.505,13.311,1.782,31.62,2.785,2287,0.262,0.525,0.525,4.285,12.899,1.574,32.226,2.886,2270,0.352,0.705,0.705,5.463,13.216,2.511,28.678,4.053,451,0.0,0.222,0.222,3.104,9.978,1.109,35.477,1.552,25,0.0,0.0,0.0,0.0,8.0,0.0,40.0,0.0
170,Reggio Emilia,RE,San Martino in Rio,44.73269779,10.78465766,22.718,0.326,100.031,100.031,0.0,0.0,0.0,0.0,0.0,7773,0.051,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3045,0.066,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1727,0.058,100.0,100.0,0.0,0.0,0.0,0.0,0.0,495,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,17,0.0,129.412,129.412,0.0,0.0,0.0,0.0,0.0
171,Reggio Emilia,RE,San Polo d'Enza,44.6264989,10.42090246,32.293,5.942,39.56,39.705,2.951,3.496,0.0,0.0,0.0,5949,0.555,71.424,71.424,0.118,0.555,0.0,0.0,0.0,2528,0.554,70.926,70.965,0.119,0.712,0.0,0.0,0.0,1571,1.018,68.173,68.237,0.255,1.018,0.0,0.0,0.0,534,0.562,69.85,69.85,0.187,0.562,0.0,0.0,0.0,32,0.0,68.75,68.75,0.0,0.0,0.0,0.0,0.0
172,Modena,MO,Carpi,44.78247939,10.88526276,131.541,9.7,100.024,100.024,0.0,0.0,0.0,0.0,0.0,67268,4.238,100.0,100.0,0.0,0.0,0.0,0.0,0.0,28159,4.016,100.0,100.0,0.0,0.0,0.0,0.0,0.0,12536,3.574,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5031,3.439,100.0,100.0,0.0,0.0,0.0,0.0,0.0,166,1.205,101.807,101.807,0.0,0.0,0.0,0.0,0.0
173,Modena,MO,Camposanto,44.78790421,11.13827895,22.707,33.325,93.628,100.009,0.0,0.0,0.0,0.0,0.0,3171,17.187,91.738,91.738,0.0,0.0,0.0,0.0,0.0,1238,16.882,91.599,100.0,0.0,0.0,0.0,0.0,0.0,835,24.072,91.497,100.0,0.0,0.0,0.0,0.0,0.0,168,30.952,93.452,100.0,0.0,0.0,0.0,0.0,0.0,12,8.333,116.667,116.667,0.0,0.0,0.0,0.0,0.0
174,Reggio Emilia,RE,Cavriago,44.69485856,10.52673362,16.994,0.0,100.047,100.047,0.0,0.0,0.0,0.0,0.0,9698,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4020,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1964,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,959,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,14,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
175,Parma,PR,Solignano,44.61511003,9.97940192,73.135,5.138,6.072,6.958,20.287,14.9,2.404,0.0,0.0,1809,3.151,7.85,7.85,14.096,5.086,8.347,0.0,0.0,809,3.214,7.787,11.496,14.215,5.439,8.282,0.0,0.0,874,2.86,5.378,7.323,15.103,9.382,6.636,0.0,0.0,127,3.15,8.661,14.173,13.386,2.362,7.087,0.0,0.0,8,0.0,0.0,0.0,37.5,12.5,12.5,0.0,0.0
176,Reggio Emilia,RE,Castelnovo ne' Monti,44.4374874,10.4032633,96.68,1.228,1.902,1.987,15.418,12.464,0.84,0.0,0.0,10481,0.248,0.525,0.525,2.214,5.41,2.481,0.0,0.0,4572,0.241,0.503,0.744,2.122,5.118,2.275,0.0,0.0,3797,0.316,0.711,1.001,3.134,6.637,2.976,0.0,0.0,1029,0.194,0.292,0.389,3.79,4.859,0.583,0.0,0.0,32,0.0,0.0,3.125,9.375,12.5,0.0,0.0,0.0
177,Piacenza,PC,Ponte dell'Olio,44.86789793,9.64285028,43.915,5.529,6.226,9.757,3.971,8.129,2.304,0.0,0.0,4936,0.851,1.459,1.459,0.608,2.613,9.603,0.0,0.0,2208,0.861,1.495,9.284,0.634,2.536,8.922,0.0,0.0,1865,1.126,1.501,8.043,1.072,3.592,8.525,0.0,0.0,403,0.744,1.489,8.437,0.496,1.737,5.459,0.0,0.0,44,0.0,0.0,13.636,0.0,4.545,13.636,0.0,0.0
178,Parma,PR,Medesano,44.75681741,10.13996119,88.768,7.959,8.805,18.945,7.212,5.707,0.457,0.0,0.0,10663,1.06,1.669,1.669,1.697,1.96,0.591,0.0,0.0,4369,1.076,1.717,31.312,1.648,1.9,0.572,0.0,0.0,2580,1.589,2.713,29.031,2.946,2.752,0.698,0.0,0.0,752,1.197,3.059,34.176,2.394,1.729,0.798,0.0,0.0,30,3.333,13.333,26.667,6.667,0.0,0.0,0.0,0.0
179,Parma,PR,Monchio delle Corti,44.41237474,10.12320469,69.042,0.456,0.463,0.595,4.393,12.789,5.802,0.0,0.0,985,0.305,0.305,0.305,16.041,5.584,5.888,0.0,0.0,611,0.327,0.327,0.655,15.221,5.728,6.056,0.0,0.0,1417,0.353,0.353,0.847,11.997,5.152,5.928,0.0,0.0,94,0.0,0.0,1.064,36.17,4.255,1.064,0.0,0.0,41,7.317,7.317,7.317,36.585,4.878,12.195,0.0,0.0
180,Parma,PR,Montechiarugolo,44.69357882,10.42246193,48.202,8.805,13.18,27.2,0.0,0.0,0.0,0.0,0.0,10482,1.021,2.376,2.376,0.0,0.0,0.0,0.0,0.0,4567,0.963,2.321,25.137,0.0,0.0,0.0,0.0,0.0,2224,1.574,3.507,26.439,0.0,0.0,0.0,0.0,0.0,906,1.766,3.422,23.62,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,24.138,0.0,0.0,0.0,0.0,0.0
181,Bologna,BO,Castel del Rio,44.21315532,11.50442811,52.591,2.632,6.047,6.047,0.81,8.882,0.599,1.042,14.508,1230,3.577,9.512,9.512,0.325,1.87,0.65,8.862,6.585,578,4.152,9.862,9.862,0.346,2.076,0.692,8.997,7.266,658,3.495,9.422,9.422,0.608,3.343,0.608,8.511,10.942,68,5.882,17.647,17.647,0.0,0.0,0.0,4.412,2.941,26,7.692,11.538,11.538,0.0,0.0,0.0,3.846,3.846
182,Parma,PR,Bardi,44.63281298,9.73199489,189.894,1.822,2.22,2.504,7.861,25.97,4.844,0.0,0.0,2337,1.155,1.326,1.326,11.81,28.199,5.092,0.0,0.0,1205,1.162,1.328,3.983,11.535,28.216,5.062,0.0,0.0,2504,0.998,1.118,2.356,9.105,29.273,4.832,0.0,0.0,212,0.472,0.943,1.887,19.811,24.057,2.358,0.0,0.0,66,1.515,1.515,1.515,21.212,27.273,6.061,0.0,0.0
183,Piacenza,PC,Podenzano,44.95486441,9.68530999,44.335,2.632,3.706,17.072,0.0,0.0,0.0,0.0,0.0,8990,0.534,0.59,0.59,0.0,0.0,0.0,0.0,0.0,3728,0.483,0.536,1.985,0.0,0.0,0.0,0.0,0.0,2088,0.287,0.383,2.826,0.0,0.0,0.0,0.0,0.0,748,0.401,0.535,1.738,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Piacenza,PC,Cortemaggiore,44.99676617,9.93102887,36.472,14.044,100.066,100.066,0.0,0.0,0.0,0.0,0.0,4456,5.79,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1916,5.532,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1530,7.19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,369,9.214,100.0,100.0,0.0,0.0,0.0,0.0,0.0,122,9.016,100.0,100.0,0.0,0.0,0.0,0.0,0.0
185,Parma,PR,Fontanellato,44.8824621,10.17341646,53.975,22.194,100.0,100.011,0.0,0.0,0.0,0.0,0.0,6963,17.938,99.856,99.856,0.0,0.0,0.0,0.0,0.0,2907,17.819,99.862,99.862,0.0,0.0,0.0,0.0,0.0,1782,20.258,99.832,99.832,0.0,0.0,0.0,0.0,0.0,608,12.664,99.836,99.836,0.0,0.0,0.0,0.0,0.0,49,18.367,112.245,112.245,0.0,0.0,0.0,0.0,0.0
186,Parma,PR,Albareto,44.44581523,9.70052425,104.103,4.042,4.544,5.741,3.982,11.326,4.575,0.0,0.0,2165,8.591,11.455,11.455,2.079,12.887,12.379,0.0,0.0,1071,8.217,10.924,16.807,2.054,12.698,12.698,0.0,0.0,1691,6.742,8.634,13.365,2.365,13.069,12.241,0.0,0.0,139,16.547,20.144,25.899,2.878,10.072,12.23,0.0,0.0,14,7.143,14.286,14.286,7.143,21.429,7.143,0.0,0.0
187,Parma,PR,Borgo Val di Taro,44.48803032,9.76766726,151.488,2.068,2.662,3.146,7.434,17.095,10.423,0.0,0.0,7275,17.677,18.997,18.997,5.567,16.921,15.918,0.0,0.0,3375,17.778,18.904,43.881,4.978,15.97,15.941,0.0,0.0,2732,9.773,11.347,24.854,4.466,16.837,11.018,0.0,0.0,693,17.749,19.625,76.479,2.309,7.648,16.306,0.0,0.0,44,6.818,6.818,54.545,2.273,11.364,9.091,0.0,0.0
188,Piacenza,PC,Castelvetro Piacentino,45.09665508,9.98802767,35.052,26.053,99.963,100.066,0.0,0.0,0.0,0.0,0.0,5584,4.352,99.946,99.946,0.0,0.0,0.0,0.0,0.0,2402,4.246,99.958,100.0,0.0,0.0,0.0,0.0,0.0,1623,4.005,99.938,100.0,0.0,0.0,0.0,0.0,0.0,485,3.918,100.0,100.0,0.0,0.0,0.0,0.0,0.0,38,2.632,102.632,102.632,0.0,0.0,0.0,0.0,0.0
189,Parma,PR,Noceto,44.8102618,10.17719303,79.173,19.257,20.664,25.329,0.446,1.187,0.112,0.0,0.0,12705,61.456,62.338,62.338,0.055,0.236,0.016,0.0,0.0,5439,61.372,62.309,65.416,0.055,0.239,0.018,0.0,0.0,2662,47.633,48.535,53.381,0.15,0.488,0.038,0.0,0.0,1057,61.873,62.535,65.374,0.095,0.284,0.0,0.0,0.0,54,37.037,37.037,37.037,0.0,0.0,0.0,0.0,0.0
190,Piacenza,PC,Monticelli d'Ongina,45.08985171,9.93326726,46.33,35.072,99.849,100.067,0.0,0.0,0.0,0.0,0.0,5428,3.648,99.134,99.134,0.0,0.0,0.0,0.0,0.0,2287,3.673,99.125,100.0,0.0,0.0,0.0,0.0,0.0,1982,5.701,98.991,100.0,0.0,0.0,0.0,0.0,0.0,413,3.39,99.516,100.0,0.0,0.0,0.0,0.0,0.0,67,2.985,73.134,73.134,0.0,0.0,0.0,0.0,0.0
191,Piacenza,PC,Borgonovo Val Tidone,45.01803598,9.44685905,51.217,7.921,9.507,10.43,0.531,2.245,1.455,0.0,0.0,7631,4.089,5.307,5.307,0.092,0.341,2.018,0.0,0.0,3208,3.959,5.175,5.33,0.094,0.312,1.964,0.0,0.0,2130,3.803,5.352,5.822,0.094,0.329,3.803,0.0,0.0,534,3.933,4.682,5.056,0.0,0.187,1.124,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Piacenza,PC,Pianello Val Tidone,44.94837468,9.40478819,36.285,5.178,5.178,7.714,24.057,15.337,0.265,0.0,0.0,2290,9.039,9.039,9.039,3.057,4.279,0.262,0.0,0.0,1059,9.254,9.254,59.49,3.305,4.155,0.283,0.0,0.0,1066,5.722,5.722,37.899,8.068,6.098,0.469,0.0,0.0,225,11.111,11.111,75.556,1.333,2.222,0.444,0.0,0.0,14,0.0,0.0,50.0,0.0,7.143,0.0,0.0,0.0
193,Ravenna,RA,Ravenna,44.41722492,12.19913937,653.812,30.092,99.809,99.822,0.0,0.0,0.0,0.0,0.0,153740,11.709,99.99,99.99,0.0,0.0,0.0,0.0,0.0,70156,11.097,99.991,99.991,0.0,0.0,0.0,0.0,0.0,38165,14.317,99.864,99.864,0.0,0.0,0.0,0.0,0.0,13711,9.904,99.767,99.774,0.0,0.0,0.0,0.0,0.0,562,8.363,109.075,109.075,0.0,0.0,0.0,0.0,0.0
194,Forlì-Cesena,FC,Verghereto,43.79564841,12.0058776,117.882,0.32,0.324,0.324,32.523,19.274,8.809,4.382,0.0,1974,0.507,0.507,0.507,12.31,27.71,26.849,4.407,0.0,871,0.459,0.459,0.459,12.974,27.44,26.636,4.707,0.0,1344,0.372,0.372,0.372,18.973,29.018,18.527,4.539,0.0,203,0.985,0.985,0.985,9.36,28.079,26.108,5.419,0.0,16,0.0,0.0,0.0,18.75,56.25,0.0,6.25,0.0
195,Parma,PR,Fontevivo,44.85642698,10.17537802,26.005,12.082,99.512,100.035,0.0,0.0,0.0,0.0,0.0,5428,7.424,99.797,99.797,0.0,0.0,0.0,0.0,0.0,2301,7.649,99.783,100.0,0.0,0.0,0.0,0.0,0.0,1317,7.897,99.848,100.0,0.0,0.0,0.0,0.0,0.0,571,10.158,99.475,100.0,0.0,0.0,0.0,0.0,0.0,28,14.286,100.0,100.0,0.0,0.0,0.0,0.0,0.0
196,Piacenza,PC,Rottofreno,45.05704553,9.55041345,35.165,17.702,61.561,63.43,0.0,0.0,0.0,0.0,0.0,11641,0.584,18.907,18.907,0.0,0.0,0.0,0.0,0.0,4843,0.558,19.74,32.583,0.0,0.0,0.0,0.0,0.0,1852,0.972,28.402,41.739,0.0,0.0,0.0,0.0,0.0,804,1.244,24.254,32.338,0.0,0.0,0.0,0.0,0.0,38,7.895,50.0,50.0,0.0,0.0,0.0,0.0,0.0
197,Piacenza,PC,San Giorgio Piacentino,44.95411196,9.73755104,49.194,5.966,8.725,17.065,0.012,0.0,0.0,0.0,0.0,5818,1.014,1.616,1.616,0.0,0.0,0.0,0.0,0.0,2425,1.113,1.732,20.289,0.0,0.0,0.0,0.0,0.0,1609,1.678,2.797,18.583,0.0,0.0,0.0,0.0,0.0,388,0.773,1.031,20.361,0.0,0.0,0.0,0.0,0.0,55,1.818,5.455,20.0,0.0,0.0,0.0,0.0,0.0
198,Piacenza,PC,Bettola,44.77616157,9.60537884,122.371,2.561,2.766,3.02,3.636,39.924,0.087,0.0,0.0,2999,6.169,6.269,6.269,1.534,30.143,0.8,0.0,0.0,1487,6.187,6.321,10.289,1.412,30.061,0.74,0.0,0.0,2798,4.039,4.11,6.29,1.93,37.634,0.715,0.0,0.0,268,10.821,10.821,16.045,1.493,26.866,0.373,0.0,0.0,31,3.226,3.226,16.129,0.0,38.71,0.0,0.0,0.0
199,Piacenza,PC,Castel San Giovanni,45.058522,9.43404574,44.04,11.671,47.241,47.323,0.0,0.0,0.0,0.0,0.0,13629,14.733,55.741,55.741,0.0,0.0,0.0,0.0,0.0,5661,14.45,55.803,56.403,0.0,0.0,0.0,0.0,0.0,3197,11.917,55.333,55.615,0.0,0.0,0.0,0.0,0.0,1183,10.397,55.959,56.805,0.0,0.0,0.0,0.0,0.0,111,3.604,46.847,46.847,0.0,0.0,0.0,0.0,0.0
200,Modena,MO,Nonantola,44.67778226,11.0431178,55.32,14.628,99.962,100.014,0.0,0.0,0.0,0.0,0.0,15179,5.185,99.993,99.993,0.0,0.0,0.0,0.0,0.0,6184,5.255,99.984,100.0,0.0,0.0,0.0,0.0,0.0,2581,7.129,100.0,100.0,0.0,0.0,0.0,0.0,0.0,807,9.542,100.0,100.0,0.0,0.0,0.0,0.0,0.0,48,18.75,127.083,127.083,0.0,0.0,0.0,0.0,0.0
201,Modena,MO,Novi di Modena,44.89356712,10.90134261,51.808,6.516,100.021,100.023,0.0,0.0,0.0,0.0,0.0,10972,1.996,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4297,2.001,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2894,1.866,100.0,100.0,0.0,0.0,0.0,0.0,0.0,579,1.727,100.0,100.0,0.0,0.0,0.0,0.0,0.0,10,10.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
202,Modena,MO,Sestola,44.2301482,10.77138108,52.471,1.102,1.696,1.696,6.748,32.237,3.602,0.0,0.0,2602,0.5,1.191,1.191,3.651,27.786,3.651,0.0,0.0,1343,0.447,0.968,0.968,3.649,26.88,3.723,0.0,0.0,1878,0.479,1.065,1.065,3.568,23.589,3.301,0.0,0.0,375,0.267,0.8,0.8,2.133,17.333,2.133,0.0,0.0,13,0.0,0.0,0.0,0.0,23.077,0.0,0.0,0.0
203,Bologna,BO,Baricella,44.64706061,11.53455005,45.484,26.625,99.978,99.978,0.0,0.0,0.0,0.0,0.0,6763,10.291,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2847,9.589,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1411,11.198,100.0,100.0,0.0,0.0,0.0,0.0,0.0,408,7.598,100.0,100.0,0.0,0.0,0.0,0.0,0.0,33,18.182,103.03,103.03,0.0,0.0,0.0,0.0,0.0
204,Bologna,BO,Budrio,44.53751606,11.53563979,120.185,20.473,99.979,99.979,0.0,0.0,0.0,0.0,0.0,18008,15.399,100.0,100.0,0.0,0.0,0.0,0.0,0.0,7796,15.046,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3294,17.668,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1392,18.175,100.0,100.0,0.0,0.0,0.0,0.0,0.0,90,28.889,127.778,127.778,0.0,0.0,0.0,0.0,0.0
205,Reggio Emilia,RE,Reggio nell'Emilia,44.69735289,10.63007973,230.681,5.786,100.039,100.039,0.0,0.0,0.0,0.0,0.0,162082,1.75,100.0,100.0,0.0,0.0,0.0,0.0,0.0,71701,1.637,100.0,100.0,0.0,0.0,0.0,0.0,0.0,23865,2.38,100.0,100.0,0.0,0.0,0.0,0.0,0.0,17187,1.495,100.0,100.0,0.0,0.0,0.0,0.0,0.0,404,0.99,87.129,87.129,0.0,0.0,0.0,0.0,0.0
206,Bologna,BO,Bologna,44.4943668,11.3417208,140.857,5.861,57.704,62.821,0.087,6.64,0.004,0.032,8.844,371337,1.065,43.061,43.061,0.001,0.109,0.0,0.001,0.805,193388,1.001,42.036,49.211,0.001,0.095,0.0,0.001,0.704,29368,1.628,43.329,48.488,0.003,0.378,0.0,0.0,1.835,42884,0.77,31.562,35.484,0.0,0.117,0.0,0.0,0.884,1694,0.649,10.213,11.452,0.0,0.472,0.0,0.059,2.479
207,Reggio Emilia,RE,Vezzano sul Crostolo,44.60091521,10.54644152,37.818,2.24,3.115,5.169,13.531,9.733,0.264,0.0,0.0,4214,11.533,15.021,15.021,2.8,8.685,1.329,0.0,0.0,1766,11.778,15.345,28.029,2.945,8.381,1.246,0.0,0.0,1414,10.467,13.508,23.338,4.526,8.982,1.485,0.0,0.0,347,10.951,13.833,25.937,2.882,6.916,0.288,0.0,0.0,16,25.0,25.0,31.25,6.25,25.0,0.0,0.0,0.0
208,Bologna,BO,Casalecchio di Reno,44.48119825,11.28246876,17.333,5.729,31.224,33.485,0.0,1.188,0.0,0.0,35.92,35173,2.618,35.823,35.823,0.0,0.02,0.0,0.0,10.278,16710,2.705,35.416,44.973,0.0,0.018,0.0,0.0,9.922,2608,3.259,37.04,46.357,0.0,0.115,0.0,0.0,8.589,3181,3.489,44.263,54.605,0.0,0.031,0.0,0.0,5.627,37,10.811,40.541,56.757,0.0,0.0,0.0,0.0,2.703
209,Reggio Emilia,RE,Rio Saliceto,44.80931994,10.80290118,22.562,16.647,100.031,100.031,0.0,0.0,0.0,0.0,0.0,6092,1.494,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2354,1.147,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1198,2.421,100.0,100.0,0.0,0.0,0.0,0.0,0.0,385,1.299,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5,20.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
210,Reggio Emilia,RE,Rolo,44.88720187,10.85634928,14.17,16.549,88.151,100.028,0.0,0.0,0.0,0.0,0.0,4038,0.966,99.183,99.183,0.0,0.0,0.0,0.0,0.0,1551,0.774,99.291,100.0,0.0,0.0,0.0,0.0,0.0,958,1.67,99.061,100.0,0.0,0.0,0.0,0.0,0.0,231,2.597,98.701,100.0,0.0,0.0,0.0,0.0,0.0,12,0.0,116.667,116.667,0.0,0.0,0.0,0.0,0.0
211,Parma,PR,Langhirano,44.61445195,10.26642403,70.842,3.528,5.268,8.59,9.174,19.243,1.201,0.0,0.0,9784,0.767,3.168,3.168,0.961,6.991,0.981,0.0,0.0,4153,0.771,3.154,40.14,0.963,7.031,0.915,0.0,0.0,3182,1.163,4.431,27.718,1.823,10.308,0.817,0.0,0.0,1172,1.195,5.034,58.532,0.683,4.181,0.683,0.0,0.0,44,2.273,6.818,20.455,4.545,6.818,4.545,0.0,0.0
